transaction_id,sale_date,product_id,type of prduct,items_sold,unit_price,total_amount,first_name,last_name,customer_email,customer_address
KZWC4IEBRB,2012-06-28,c08078805,Inspiron Laptop,5,569.9,2849.5,Lee,Bush,Lee.Bush@reyes.com,"036 Jones Parks Suite 685Chapmanbury, NJ 92054"
VOXCJ1MBSY,2021-03-26,y234324,Prelude Workstation,2,584.94,1169.88,Cathy,Brown,Cathy.Brown@ferrell-dominguez.com,"86416 Calvin Prairie Suite 248Lake John, MN 03003"
L2IXKSBI6O,2015-04-08,d0888728,Gravity Laptop,7,430.35,3012.45,Toni,Sanchez,Toni.Sanchez@bell-moore.org,"37953 Ryan Alley Suite 266Davidberg, MT 02279"
CFU4HCIWNH,2018-06-21,c0888728,Infinity Laptop,1,1051.57,1051.57,Jennifer,Nguyen,Jennifer.Nguyen@anderson.biz,"491 Carmen Square Suite 292New Robin, OK 53149"
9RYI6R3GD1,2016-02-10,c0888728,Infinity Laptop,9,1051.57,9464.13,Margaret,Clark,Margaret.Clark@webster-chambers.com,"07937 White Unions Suite 146Lake Michele, CO 26155"
QRA7XZCY0K,2022-11-24,a0888728,Ascend Workstation,3,485.74,1457.22,Kristen,Armstrong,Kristen.Armstrong@thompson.info,"872 Rodgers Fields Suite 505Freemanhaven, AK 59760"
XODHZINHDI,2013-02-19,a0888728,Ascend Workstation,10,485.74,4857.4,Pedro,Davis,Pedro.Davis@hurley-owens.com,"852 Miller Lane Suite 871Shawnbury, KY 77919"
YZ17B7YLCD,2018-02-27,y234324,Prelude Workstation,4,584.94,2339.76,Benjamin,Holmes,Benjamin.Holmes@smith.info,Unit 2614 Box 3288DPO AP 22203
43ZK1FC9EA,2017-10-21,c0888728,Infinity Laptop,8,1051.57,8412.56,Brittany,Martin,Brittany.Martin@carter-walker.com,"60148 Martinez Port Apt. 399Victoriamouth, DE 65482"
RAQCP2ZBTD,2013-04-24,e0888728,Inspiron Laptop,1,378.23,378.23,Sara,Clark,Sara.Clark@hall.net,"53455 Mary HeightsLake Holly, AR 12082"
BM2ZYU425O,2018-01-25,z0888728,Ascend Workstation,1,1959.83,1959.83,Tina,Mitchell,Tina.Mitchell@west-woodard.org,"7665 Paul CrossroadGarnerhaven, VT 95633"
CF8FIOJVB0,2014-08-22,a0888728,Ascend Workstation,8,485.74,3885.92,Melissa,Avery,Melissa.Avery@brown-marks.net,"PSC 8510, Box 6804APO AE 07196"
S2W5DMDQB0,2020-06-25,e0888728,Inspiron Laptop,7,378.23,2647.61,Caleb,Boyle,Caleb.Boyle@perez.net,"42455 Joshua StravenueNewmanchester, WA 15092"
HCP29IYP7I,2019-03-19,y234324,Prelude Workstation,10,584.94,5849.4,Aaron,Foster,Aaron.Foster@wilcox-lopez.com,"877 Hernandez MountainsRebeccaborough, VT 19566"
KQRYU3Y7HX,2013-02-27,z0888728,Ascend Workstation,5,1959.83,9799.15,Katherine,Goodwin,Katherine.Goodwin@williamson.com,"4226 Williams GatewayWest Timothy, NM 97261"
NZSIBIV9FP,2022-08-23,a0888728,Ascend Workstation,1,485.74,485.74,Robert,Perez,Robert.Perez@roberts.net,"4879 Stafford Key Suite 839New Vickie, AZ 30648"
T8TJ5PMJPZ,2020-02-07,c08078805,Inspiron Laptop,7,569.9,3989.3,Brandon,Benson,Brandon.Benson@phillips.com,USS MartinezFPO AE 03523
U9EPJNGPJQ,2012-09-15,z0888728,Ascend Workstation,9,1959.83,17638.47,Charles,Hess,Charles.Hess@robertson-hunt.com,"851 Wilson VistaCarrieport, ID 76055"
K6LB4TNH0D,2012-05-29,a0888728,Ascend Workstation,3,485.74,1457.22,Kyle,Larson,Kyle.Larson@jensen.org,"962 Brian Centers Suite 733South Cynthia, PR 37417"
I0XV1Y7062,2019-05-27,c08078805,Inspiron Laptop,2,569.9,1139.8,Shelley,Walker,Shelley.Walker@nelson.com,"78184 Sara HarborsLoganside, MA 19714"
W02L128VW3,2016-08-11,d0888728,Gravity Laptop,10,430.35,4303.5,Amy,Forbes,Amy.Forbes@jackson.com,"7446 Phelps Lake Apt. 392North Melissabury, HI 93678"
RWGHB2WAP9,2015-01-15,a0888728,Ascend Workstation,5,485.74,2428.7,Jacob,Hall,Jacob.Hall@patton-jackson.com,"12620 Austin Radial Suite 088East Richardmouth, MI 07368"
UEC7F22HIN,2017-06-22,z0888728,Ascend Workstation,3,1959.83,5879.49,Roger,Brown,Roger.Brown@oliver.com,Unit 7141 Box 7196DPO AA 00635
8WS9FUZWRZ,2013-09-19,c08078805,Inspiron Laptop,4,569.9,2279.6,Monique,Jones,Monique.Jones@moore.biz,"389 Beck ParkwaysNew Crystalfurt, SC 26179"
SIFR4472XI,2018-09-30,z0888728,Ascend Workstation,6,1959.83,11758.98,Robin,Cohen,Robin.Cohen@cole.net,"37135 Scott Green Apt. 271East Hector, WY 22763"
448G1ISWRK,2013-01-17,c08078805,Inspiron Laptop,6,569.9,3419.4,Heather,Jones,Heather.Jones@hubbard-hayes.com,"36350 Kim Estate Suite 027Port Cheryl, GA 58284"
U5C4IFBRW7,2012-11-06,y234324,Prelude Workstation,2,584.94,1169.88,Larry,Waters,Larry.Waters@jimenez-rhodes.biz,"9785 Moreno BridgeLake Maxwell, WI 82869"
6AK397Y30Q,2018-04-12,d0888728,Gravity Laptop,6,430.35,2582.1,Zoe,Manning,Zoe.Manning@cannon-lozano.com,USCGC ClarkFPO AE 63446
HUSE33X5VS,2019-10-14,c08078805,Inspiron Laptop,9,569.9,5129.1,Robert,Lewis,Robert.Lewis@crawford.biz,"617 Adams DrivesJohnview, KS 02095"
LJ6CXONKMQ,2015-08-10,c08078805,Inspiron Laptop,1,569.9,569.9,Dakota,Carter,Dakota.Carter@riley.com,"620 Evans HillJosephport, DE 57556"
T8BEUTTICL,2016-01-22,c0888728,Infinity Laptop,6,1051.57,6309.42,Bonnie,Williams,Bonnie.Williams@long.com,"5572 Smith RestAngelamouth, VT 04327"
7IZFSYP7AG,2013-04-06,e0888728,Inspiron Laptop,7,378.23,2647.61,Julia,Beltran,Julia.Beltran@greene-montoya.com,"8410 Espinoza Forest Apt. 428Hinesview, AR 83287"
RUAWRLM1T4,2016-09-20,a0888728,Ascend Workstation,2,485.74,971.48,Heather,Webster,Heather.Webster@rogers.com,"114 Scott Ways Apt. 304East Aaronside, TN 30736"
NMLN46I5P9,2019-10-21,b0888728,Gravity Laptop,5,1816.99,9084.95,Curtis,Dean,Curtis.Dean@harper-smith.biz,"06068 David Route Suite 491New Janet, TX 36762"
07EC588QR7,2017-03-21,b0888728,Gravity Laptop,3,1816.99,5450.97,Jennifer,Lewis,Jennifer.Lewis@carter-fowler.info,"935 Watson RampNew Juan, FM 68533"
KYQ193R96C,2022-07-02,e0888728,Inspiron Laptop,1,378.23,378.23,Andrew,Arnold,Andrew.Arnold@hurst-obrien.net,"20900 Rodriguez Rue Apt. 749Scottshire, MO 45056"
BE2MO9E6AF,2016-12-22,y234324,Prelude Workstation,3,584.94,1754.82,Jonathan,Ellis,Jonathan.Ellis@silva-green.info,USNV ScottFPO AA 63247
MU3JYZMB3K,2019-08-15,c08078805,Inspiron Laptop,8,569.9,4559.2,Charles,Jones,Charles.Jones@fowler.info,"PSC 8597, Box 6771APO AA 99760"
PPU7NTYZR0,2019-01-06,e0888728,Inspiron Laptop,7,378.23,2647.61,Cynthia,Benson,Cynthia.Benson@hall.org,"82078 Michael Estate Suite 968Dianahaven, GA 92725"
HO174IYMAG,2014-07-22,c0888728,Infinity Laptop,1,1051.57,1051.57,Gloria,Kane,Gloria.Kane@montgomery.biz,"2793 Fuentes RouteSouth Laurentown, SD 72272"
L9ATM5DG6J,2012-01-25,e0888728,Inspiron Laptop,2,378.23,756.46,Phillip,Neal,Phillip.Neal@henry-page.biz,"38942 Williams Valley Suite 838East Dennisview, AZ 75029"
PQ19CZGP3F,2019-09-09,y234324,Prelude Workstation,3,584.94,1754.82,Tonya,Mercado,Tonya.Mercado@norton-sheppard.org,USS JacksonFPO AA 79595
KFFQL6HMI3,2020-10-08,c08078805,Inspiron Laptop,1,569.9,569.9,Crystal,Pearson,Crystal.Pearson@rogers.com,"32764 Caitlyn Burgs Suite 993New Johnhaven, MN 06652"
QT1Z47AZA8,2019-04-03,a0888728,Ascend Workstation,7,485.74,3400.18,Sherry,Kent,Sherry.Kent@baker.com,"69459 Michael Throughway Apt. 111Port Janestad, WV 56959"
97KQGYXHAS,2014-01-20,z0888728,Ascend Workstation,7,1959.83,13718.81,Jerry,Black,Jerry.Black@valdez.com,"3972 Porter PointIvanshire, IN 54724"
09239ZR8O3,2020-11-23,b0888728,Gravity Laptop,8,1816.99,14535.92,Hailey,Henry,Hailey.Henry@barr.info,"1322 Martinez BrookPort Jeffreybury, KY 75676"
M3687EDRN2,2017-03-21,y234324,Prelude Workstation,2,584.94,1169.88,Brandon,Browning,Brandon.Browning@taylor.com,"267 Chambers SummitPort Nathanside, ME 10614"
BS7Z0BRWOC,2019-09-03,b0888728,Gravity Laptop,8,1816.99,14535.92,Kristine,Wilson,Kristine.Wilson@russell.com,"8851 Antonio FallLuceroshire, OR 43081"
OEH2ACXJXX,2019-08-01,c08078805,Inspiron Laptop,6,569.9,3419.4,Nathan,Duarte,Nathan.Duarte@padilla.com,"02822 Long Isle Suite 394Angelaborough, MH 46046"
9MN574YL67,2022-01-12,z0888728,Ascend Workstation,4,1959.83,7839.32,Kayla,Davis,Kayla.Davis@cooper.net,"23330 Renee MountainsPort Dawntown, NH 27834"
WH6O3GDOW9,2019-03-24,d0888728,Gravity Laptop,5,430.35,2151.75,Stephanie,Jones,Stephanie.Jones@chandler.biz,USNV MyersFPO AA 81148
BXY0IY3LOZ,2017-11-26,b0888728,Gravity Laptop,2,1816.99,3633.98,Michelle,Carrillo,Michelle.Carrillo@rhodes.info,"788 White LightsPort Marilyn, MP 60623"
F78EWCNKVU,2015-02-21,e0888728,Inspiron Laptop,1,378.23,378.23,Adam,Archer,Adam.Archer@henderson.com,"67477 Darrell EstateJosephshire, ND 29123"
Y5H77R5YYG,2018-03-22,d0888728,Gravity Laptop,8,430.35,3442.8,Lindsey,Marshall,Lindsey.Marshall@glass.com,"7843 Maddox WalkSergioland, OR 83147"
STVJYSC5CF,2014-11-09,z0888728,Ascend Workstation,8,1959.83,15678.64,Ricardo,Bryan,Ricardo.Bryan@mcknight-lee.com,"239 Carolyn WalksWest Caitlinburgh, OK 88679"
AI64BQ5XT9,2015-04-17,b0888728,Gravity Laptop,2,1816.99,3633.98,Craig,Rowe,Craig.Rowe@patrick.com,"2813 Cindy Mountain Apt. 287Johnsonbury, AK 66323"
3WLI7XFKRU,2019-11-06,a0888728,Ascend Workstation,9,485.74,4371.66,Robert,Sparks,Robert.Sparks@campbell.com,"9269 Mackenzie PortEast David, VA 18324"
AVM4DU7BRR,2014-12-24,a0888728,Ascend Workstation,10,485.74,4857.4,Kayla,Cox,Kayla.Cox@terry.org,"6108 Byrd Avenue Apt. 905Lake Ryanside, AZ 31519"
BKXR2X02YC,2022-05-21,y234324,Prelude Workstation,4,584.94,2339.76,Jared,Lewis,Jared.Lewis@barron-saunders.info,USNV HensleyFPO AA 15040
09RIE6755B,2022-07-10,y234324,Prelude Workstation,9,584.94,5264.46,Tara,Crane,Tara.Crane@washington.biz,"7802 Patrick IslandsNew Michael, OK 72826"
CE1MFYRIMF,2020-11-19,d0888728,Gravity Laptop,9,430.35,3873.15,Ashley,Campbell,Ashley.Campbell@mcdonald.com,"6112 Kenneth FortMillerview, ND 89911"
IYIBL3CWHF,2021-10-26,b0888728,Gravity Laptop,3,1816.99,5450.97,Marvin,Sanchez,Marvin.Sanchez@hull.com,Unit 7513 Box 2400DPO AP 51256
DT24BZL49D,2017-12-29,d0888728,Gravity Laptop,9,430.35,3873.15,Robert,Gonzales,Robert.Gonzales@russo.info,"03256 Ramirez Springs Apt. 202Corytown, GA 95387"
UUUR731U2O,2015-06-13,b0888728,Gravity Laptop,1,1816.99,1816.99,Michael,Hobbs,Michael.Hobbs@wheeler.com,"8808 Brittany CampLake Jasonport, MP 38243"
XMQXC1U1TH,2022-11-26,a0888728,Ascend Workstation,6,485.74,2914.44,Julie,Gray,Julie.Gray@rasmussen-smith.info,"87154 Dean Parkway Apt. 392Elizabethburgh, NY 47142"
MI62DUBPR6,2020-06-21,c0888728,Infinity Laptop,2,1051.57,2103.14,William,Jones,William.Jones@peterson.com,"1999 Lucas EstateMillerton, AR 10483"
XTJBA1V7X9,2015-11-24,a0888728,Ascend Workstation,2,485.74,971.48,Alexandra,Moore,Alexandra.Moore@johnson.info,Unit 7166 Box 0937DPO AE 75157
549H9SV6ZG,2012-07-30,b0888728,Gravity Laptop,8,1816.99,14535.92,Jesse,Jones,Jesse.Jones@church.org,Unit 7443 Box 7024DPO AP 26278
2PS8WAN991,2012-01-10,e0888728,Inspiron Laptop,1,378.23,378.23,Timothy,Garner,Timothy.Garner@johnson-lopez.org,"890 Devin LandWest Lindsay, NY 96639"
K5BVGJRMZP,2012-05-06,a0888728,Ascend Workstation,9,485.74,4371.66,Angela,Garza,Angela.Garza@cruz.info,"5011 Aaron MeadowWest Rachelville, IN 59500"
JG5FJMIHGV,2022-08-16,c0888728,Infinity Laptop,8,1051.57,8412.56,Susan,Griffin,Susan.Griffin@andrews-lyons.info,"4140 Linda Vista Suite 500West Diane, MD 89234"
XTYZ0O9EY1,2020-10-18,d0888728,Gravity Laptop,7,430.35,3012.45,Michael,Park,Michael.Park@allen.com,"67679 Strickland MotorwayWilsonbury, VI 67438"
BAWFPDQ282,2013-10-02,z0888728,Ascend Workstation,4,1959.83,7839.32,Matthew,Brown,Matthew.Brown@chan.net,"PSC 1889, Box 5033APO AA 63423"
IDZHLY0O70,2020-02-22,d0888728,Gravity Laptop,4,430.35,1721.4,Andrew,Yates,Andrew.Yates@nelson-white.info,"2549 Chaney Green Apt. 530Clarkview, GA 97870"
N8VGH857GI,2022-03-02,y234324,Prelude Workstation,5,584.94,2924.7,Beth,Patterson,Beth.Patterson@west.com,"6188 Chelsea UnionsWest Richardstad, MN 40849"
TVSQPF02EQ,2018-12-27,y234324,Prelude Workstation,4,584.94,2339.76,Jessica,Zamora,Jessica.Zamora@mitchell.org,"340 Cox EstatesJeffersonhaven, AL 48403"
PVGAT9VWQ5,2015-10-04,b0888728,Gravity Laptop,3,1816.99,5450.97,Nicholas,Williams,Nicholas.Williams@morgan-reed.com,"1274 Bass PlainEast Jane, HI 98143"
TE3YS0NMIH,2022-04-16,z0888728,Ascend Workstation,6,1959.83,11758.98,David,Ballard,David.Ballard@waters.com,"750 Robert Drive Apt. 687New Michaelville, MD 32132"
1L6SV8Y12P,2017-01-29,c08078805,Inspiron Laptop,4,569.9,2279.6,Lisa,Chung,Lisa.Chung@smith-mcdowell.com,"63239 Sara Ridge Apt. 702New Jeremybury, SC 98323"
HAX5JPSMYE,2016-11-03,c08078805,Inspiron Laptop,10,569.9,5699.0,Todd,Brown,Todd.Brown@bell.net,"07088 Chang IslandsSouth Josephhaven, AS 68108"
DBL2ILMJNQ,2015-04-20,e0888728,Inspiron Laptop,1,378.23,378.23,David,Noble,David.Noble@rios.com,"8557 Barnes River Apt. 839Alexanderberg, NH 57661"
FSBGT3MX69,2015-05-08,c08078805,Inspiron Laptop,6,569.9,3419.4,Tammy,Turner,Tammy.Turner@taylor-ortega.com,"8433 Nguyen Point Apt. 607Tammytown, WA 35715"
W9JV3B2ZGD,2022-05-13,b0888728,Gravity Laptop,1,1816.99,1816.99,Christopher,Duffy,Christopher.Duffy@simpson.com,"46574 Little Crossroad Apt. 995New Joshua, CT 38542"
XQWC0QBQ2F,2021-11-30,c0888728,Infinity Laptop,9,1051.57,9464.13,Allison,Douglas,Allison.Douglas@johnson.biz,"55422 Jennifer ViewHeberthaven, OH 47788"
9FSI1DGNKB,2012-04-15,b0888728,Gravity Laptop,6,1816.99,10901.94,Michael,Fowler,Michael.Fowler@morris.com,"56477 Craig CrossingAshleytown, PW 10245"
C4YZW9EYYR,2017-04-04,z0888728,Ascend Workstation,1,1959.83,1959.83,Ryan,Anderson,Ryan.Anderson@obrien.com,"87699 Sara HarborLake Nicholastown, IA 05095"
V68SNL6152,2018-06-14,c08078805,Inspiron Laptop,6,569.9,3419.4,George,Conley,George.Conley@rosales.com,"574 Anthony ShoreLauramouth, WY 58020"
2W0W6DKS4Z,2019-06-28,a0888728,Ascend Workstation,6,485.74,2914.44,Natasha,Allen,Natasha.Allen@barber.com,Unit 4225 Box 8826DPO AE 03023
WMTPSKB4EO,2013-06-22,c0888728,Infinity Laptop,6,1051.57,6309.42,William,Brown,William.Brown@duncan.com,"821 Eric BrooksRodriguezshire, OK 35241"
AFGZYGTYR4,2021-04-10,c08078805,Inspiron Laptop,8,569.9,4559.2,Dawn,Garcia,Dawn.Garcia@adams.com,"662 Sally ValleyRoberttown, MI 02393"
T38AOPMNDO,2017-08-04,d0888728,Gravity Laptop,6,430.35,2582.1,Richard,Aguilar,Richard.Aguilar@frank-colon.com,"672 Joshua NeckNew Michaelport, OR 67786"
W2GJ1V7M9G,2014-03-25,z0888728,Ascend Workstation,2,1959.83,3919.66,Russell,Stevens,Russell.Stevens@solomon-house.org,"813 Ronald Point Suite 611Port Thomas, FL 68002"
7EEIEGY1OL,2016-11-25,z0888728,Ascend Workstation,1,1959.83,1959.83,Ann,Briggs,Ann.Briggs@thomas.com,Unit 9150 Box 0408DPO AA 19377
7LCRGYUXI3,2014-03-13,e0888728,Inspiron Laptop,7,378.23,2647.61,Benjamin,Bailey,Benjamin.Bailey@wilson.com,USS AnthonyFPO AA 49056
F1RT0U6JMO,2020-09-15,d0888728,Gravity Laptop,2,430.35,860.7,Patrick,Patel,Patrick.Patel@burgess.com,"818 Ernest Forges Apt. 146Kathleenbury, SD 74717"
SKES7IY0DE,2022-07-03,z0888728,Ascend Workstation,7,1959.83,13718.81,Jerry,Woodward,Jerry.Woodward@neal-hernandez.com,"25882 Cory RouteWest James, VI 02305"
6ZSD35AVY8,2018-08-28,y234324,Prelude Workstation,5,584.94,2924.7,Cassandra,Wells,Cassandra.Wells@lucas.biz,"172 Diana Islands Apt. 086Henryville, AL 21851"
K7KJV3CJR9,2022-07-08,e0888728,Inspiron Laptop,6,378.23,2269.38,Elizabeth,Carpenter,Elizabeth.Carpenter@madden.com,"1139 Marcus Square Apt. 811North Heather, AL 81197"
ZTJYX4HPRF,2012-01-17,a0888728,Ascend Workstation,2,485.74,971.48,Angela,Gardner,Angela.Gardner@russell.com,"7477 Amy Row Apt. 756Lake Keith, WV 82219"
EID6WFX7KE,2014-05-13,y234324,Prelude Workstation,9,584.94,5264.46,Chelsea,Thomas,Chelsea.Thomas@alexander.net,"16649 Rios Views Apt. 012Barrettshire, KS 78796"
0CAYQONS5I,2020-01-09,d0888728,Gravity Laptop,9,430.35,3873.15,Isaiah,Lyons,Isaiah.Lyons@pierce.com,"PSC 8740, Box 3601APO AP 42770"
DY8YHVXM6E,2015-03-12,b0888728,Gravity Laptop,2,1816.99,3633.98,Ann,Montes,Ann.Montes@davis.com,"9041 Green ValleySouth Sophia, AR 78256"
29W9743YO8,2014-03-22,d0888728,Gravity Laptop,4,430.35,1721.4,Anthony,Gould,Anthony.Gould@jones.com,USS ReyesFPO AE 57885
PA7PMT5DL1,2019-07-15,d0888728,Gravity Laptop,5,430.35,2151.75,Matthew,Davis,Matthew.Davis@smith.com,"520 Bowman Drive Suite 120Ayersshire, OK 01035"
00QD5CAU7X,2021-10-08,d0888728,Gravity Laptop,8,430.35,3442.8,Derrick,Mcintosh,Derrick.Mcintosh@berg.com,"309 Martinez Spurs Suite 737New Annafort, NH 39894"
XRFJHVZK3K,2017-11-12,c0888728,Infinity Laptop,6,1051.57,6309.42,Sara,Krause,Sara.Krause@sawyer.com,"281 Diane Station Apt. 346Port Joseph, CO 83606"
Q62KRSUWBJ,2020-03-25,z0888728,Ascend Workstation,2,1959.83,3919.66,Caroline,Davidson,Caroline.Davidson@oconnor.com,"PSC 0031, Box 8386APO AP 13412"
1481UT71X4,2016-05-12,e0888728,Inspiron Laptop,3,378.23,1134.69,Crystal,Velez,Crystal.Velez@daniels.com,"6290 Johnson BurgsPort Robert, WY 38510"
NND3LB73QW,2014-05-26,y234324,Prelude Workstation,8,584.94,4679.52,Lindsay,Huerta,Lindsay.Huerta@pham-moore.org,"25089 Robert RoadsVanessamouth, WI 15420"
9GE4N2MO5W,2014-09-01,d0888728,Gravity Laptop,8,430.35,3442.8,Richard,Campos,Richard.Campos@mccall-wong.info,USCGC GomezFPO AA 04680
W0NMXG3NAW,2012-10-11,d0888728,Gravity Laptop,2,430.35,860.7,Erica,Jenkins,Erica.Jenkins@jones.net,"1107 Justin Rue Suite 958Ericksonton, PW 43631"
3V97RN5PZE,2022-03-31,y234324,Prelude Workstation,5,584.94,2924.7,Ronald,Howard,Ronald.Howard@lucas-hill.com,"026 Martinez LakeWatsonbury, LA 17507"
JD67P1OQHS,2018-08-16,c08078805,Inspiron Laptop,8,569.9,4559.2,Sabrina,Fisher,Sabrina.Fisher@moreno.com,"2218 Christopher Crest Apt. 400South Matthewton, WI 95363"
S6PH63DO9E,2019-09-18,c08078805,Inspiron Laptop,9,569.9,5129.1,Victoria,Pierce,Victoria.Pierce@ford.com,"PSC 1437, Box 5686APO AE 50508"
RHTHZ26GEM,2015-02-22,y234324,Prelude Workstation,4,584.94,2339.76,Brianna,Thomas,Brianna.Thomas@roberts.com,"92680 Jennifer WellMeganhaven, MS 81044"
6NM1KUU5IT,2013-08-09,b0888728,Gravity Laptop,10,1816.99,18169.9,James,Gibbs,James.Gibbs@chavez.com,"55004 Watkins CornersPort Raymondville, MN 43514"
V6Y8JO58Q0,2016-11-13,z0888728,Ascend Workstation,2,1959.83,3919.66,Holly,Rios,Holly.Rios@palmer.info,"0205 George Causeway Apt. 108East David, PR 14349"
S6S9RF1RGP,2014-09-10,b0888728,Gravity Laptop,1,1816.99,1816.99,Christopher,Walker,Christopher.Walker@hines.com,"6042 Willis SpringsJeromeborough, UT 54971"
FNW8SGTN7O,2017-04-17,y234324,Prelude Workstation,4,584.94,2339.76,Julie,Thomas,Julie.Thomas@cuevas-wilson.com,"7716 Lopez PikeNicholaston, WA 93848"
BJMSP2TMXJ,2014-11-22,c0888728,Infinity Laptop,9,1051.57,9464.13,Robert,Porter,Robert.Porter@kirby.com,"286 Kristin Rapids Apt. 737South Sabrina, OK 76603"
WJ1ZNPLAFO,2013-02-13,c0888728,Infinity Laptop,5,1051.57,5257.85,Melissa,Miller,Melissa.Miller@barton-burton.org,"830 Brianna Walks Suite 550Port Joelside, AK 25239"
9P3NZRMMZE,2013-02-03,z0888728,Ascend Workstation,3,1959.83,5879.49,James,Carter,James.Carter@willis-adams.com,"648 Hernandez ExpresswayPort Mitchell, CO 57383"
SUS4HZ1GNZ,2021-07-02,d0888728,Gravity Laptop,4,430.35,1721.4,Madison,Soto,Madison.Soto@cisneros.com,"30369 David IslandRivaschester, CO 20566"
3JTE67S7BY,2022-05-28,y234324,Prelude Workstation,6,584.94,3509.64,Sean,Brown,Sean.Brown@holland.com,"71796 Perez TurnpikeGoodborough, DE 01374"
T8FFF6GNVZ,2021-08-12,b0888728,Gravity Laptop,3,1816.99,5450.97,Steven,Hebert,Steven.Hebert@ramos-cline.com,"565 Laura Cliffs Suite 274South Jocelynburgh, OK 56728"
OKNT7LCTH4,2013-05-24,e0888728,Inspiron Laptop,7,378.23,2647.61,Jerome,Turner,Jerome.Turner@torres-fisher.com,USCGC SaundersFPO AP 48429
IK1AZB8OGL,2012-11-21,a0888728,Ascend Workstation,6,485.74,2914.44,Erica,Wagner,Erica.Wagner@newman-brock.net,"789 James MillWest Martinchester, GU 73923"
XRVUR651X8,2012-05-21,y234324,Prelude Workstation,2,584.94,1169.88,Carmen,Levine,Carmen.Levine@richards.com,"8777 Lewis Lights Apt. 284New Emily, NE 22067"
GLU5BSYZLG,2013-06-01,e0888728,Inspiron Laptop,9,378.23,3404.07,Timothy,Stevenson,Timothy.Stevenson@jacobs-wilkins.com,"469 Pena Expressway Suite 917West Jesse, MO 37819"
H6R4PEGRDV,2022-12-13,d0888728,Gravity Laptop,9,430.35,3873.15,Donna,Nelson,Donna.Nelson@hunter.com,"5266 Garcia TerraceLaneton, ND 17122"
4K6S2FTU9V,2019-08-22,z0888728,Ascend Workstation,1,1959.83,1959.83,Angela,Chandler,Angela.Chandler@villanueva.info,"9390 Cooper Lodge Apt. 225Jaredville, HI 27136"
JF90J45OOT,2013-08-16,c08078805,Inspiron Laptop,3,569.9,1709.7,Ethan,Dunn,Ethan.Dunn@parker.com,"507 Tracy AlleyWest Michaelburgh, AZ 62339"
KCXSABVGHP,2015-03-06,e0888728,Inspiron Laptop,5,378.23,1891.15,Karen,Hernandez,Karen.Hernandez@cabrera.org,"3987 Dennis Mountains Suite 076North Stephanie, SC 28672"
AMQJR9AWZK,2013-11-24,c08078805,Inspiron Laptop,1,569.9,569.9,Michael,Jones,Michael.Jones@rivera.com,"7990 Jesus Curve Apt. 159Lake Madelineview, PA 35360"
A6DTIM69F8,2021-04-08,d0888728,Gravity Laptop,3,430.35,1291.05,James,Thompson,James.Thompson@lewis-smith.org,"32447 Joe Summit Apt. 048West Melanie, WV 33463"
ZHDQNLGQEC,2014-01-25,a0888728,Ascend Workstation,9,485.74,4371.66,Karen,Blake,Karen.Blake@castillo.info,"037 Cheyenne ShoalEast Brittanyfort, DE 83541"
YC27OWZ659,2021-04-07,d0888728,Gravity Laptop,5,430.35,2151.75,Dakota,Keller,Dakota.Keller@ramos.com,"632 Trevor CrossroadEast Jasonberg, ME 88331"
H0FF8I5JR1,2021-08-14,b0888728,Gravity Laptop,10,1816.99,18169.9,Tonya,Johnson,Tonya.Johnson@cook.net,"6088 Johnson Turnpike Apt. 989Jamesfort, VA 93262"
HE1OA9EYZA,2016-01-02,c0888728,Infinity Laptop,2,1051.57,2103.14,Leslie,Gomez,Leslie.Gomez@wallace.com,"70723 Lisa Corner Suite 773Rickyhaven, WV 73671"
YF6MZ6AF3K,2013-04-29,c0888728,Infinity Laptop,2,1051.57,2103.14,Tammy,Schultz,Tammy.Schultz@weaver-smith.net,"9457 Julie OverpassRamirezhaven, MT 04535"
RYS0X05X9M,2020-11-26,c0888728,Infinity Laptop,3,1051.57,3154.71,Sarah,Livingston,Sarah.Livingston@perez-townsend.biz,"403 Baker Knoll Apt. 242South Jamesburgh, DE 28905"
YYJ9JWANT3,2015-12-13,y234324,Prelude Workstation,7,584.94,4094.58,Jennifer,Garcia,Jennifer.Garcia@hogan.net,"4218 Deleon Trail Apt. 322Thomasburgh, NY 42230"
OBVIZOGAYL,2012-04-13,b0888728,Gravity Laptop,3,1816.99,5450.97,Antonio,Contreras,Antonio.Contreras@anderson.biz,"753 Huffman ParkEast Kevinchester, SC 00984"
KMHGXCPDNL,2014-03-31,b0888728,Gravity Laptop,10,1816.99,18169.9,Bob,Pearson,Bob.Pearson@pacheco-williams.com,"629 Boyer Lights Apt. 345Choiland, IL 72140"
2W9ODWS2E6,2020-06-07,y234324,Prelude Workstation,1,584.94,584.94,Brett,Elliott,Brett.Elliott@smith.com,"910 Christopher Stream Suite 108New Brianport, SC 05005"
6PJE1DZAUK,2014-01-13,a0888728,Ascend Workstation,5,485.74,2428.7,Joshua,Martinez,Joshua.Martinez@hess.com,"8221 Obrien Oval Apt. 379Debrastad, TX 61093"
J4IY6F424B,2022-03-02,d0888728,Gravity Laptop,5,430.35,2151.75,Luke,Vasquez,Luke.Vasquez@wheeler-christensen.com,"96146 Chad Squares Suite 404New Michaelburgh, VT 19087"
